Ticker,Date,Close
FTSE,10/15/2020 16:30:00,5832.52
FTSE,10/16/2020 16:30:00,5919.58
FTSE,10/19/2020 16:30:00,5884.65
FTSE,10/20/2020 16:30:00,5889.22
FTSE,10/21/2020 16:30:00,5776.5
FTSE,10/22/2020 16:30:00,5785.65
FTSE,10/23/2020 16:30:00,5860.28
FTSE,10/26/2020 16:30:00,5792.01
FTSE,10/27/2020 16:30:00,5728.99
FTSE,10/28/2020 16:30:00,5582.8
FTSE,10/29/2020 16:30:00,5581.75
FTSE,10/30/2020 16:30:00,5577.27
FTSE,11/2/2020 16:30:00,5654.97
FTSE,11/3/2020 16:30:00,5786.77
FTSE,11/4/2020 16:30:00,5883.26
FTSE,11/5/2020 16:30:00,5906.18
FTSE,11/6/2020 16:30:00,5910.02
FTSE,11/9/2020 16:30:00,6186.29
FTSE,11/10/2020 16:30:00,6296.85
FTSE,11/11/2020 16:30:00,6382.1
FTSE,11/12/2020 16:30:00,6338.94
FTSE,11/13/2020 16:30:00,6316.39
FTSE,11/16/2020 16:30:00,6421.29
FTSE,11/17/2020 16:30:00,6365.33
FTSE,11/18/2020 16:30:00,6385.24
FTSE,11/19/2020 16:30:00,6334.35
FTSE,11/20/2020 16:30:00,6351.45
FTSE,11/23/2020 16:30:00,6333.84
FTSE,11/24/2020 16:30:00,6432.17
FTSE,11/25/2020 16:30:00,6391.09
FTSE,11/26/2020 16:30:00,6362.93
FTSE,11/27/2020 16:30:00,6367.58
FTSE,11/30/2020 16:30:00,6266.19
FTSE,12/1/2020 16:30:00,6384.73
FTSE,12/2/2020 16:30:00,6463.39
FTSE,12/3/2020 16:30:00,6490.27
FTSE,12/4/2020 16:30:00,6550.23
FTSE,12/7/2020 16:30:00,6555.39
FTSE,12/8/2020 16:30:00,6558.82
FTSE,12/9/2020 16:30:00,6564.29
FTSE,12/10/2020 16:30:00,6599.76
FTSE,12/11/2020 16:30:00,6546.75
FTSE,12/14/2020 16:30:00,6531.83
FTSE,12/15/2020 16:30:00,6513.32
FTSE,12/16/2020 16:30:00,6570.91
FTSE,12/17/2020 16:30:00,6551.06
FTSE,12/18/2020 16:30:00,6529.18
FTSE,12/21/2020 16:30:00,6416.32
FTSE,12/22/2020 16:30:00,6453.16
FTSE,12/23/2020 16:30:00,6495.75
FTSE,12/24/2020 12:30:00,6502.11
FTSE,12/29/2020 16:30:00,6602.65
FTSE,12/30/2020 16:30:00,6555.82
FTSE,12/31/2020 12:30:00,6460.52
FTSE,1/4/2021 16:30:00,6571.88
FTSE,1/5/2021 16:30:00,6612.25
FTSE,1/6/2021 16:30:00,6841.86
FTSE,1/7/2021 16:30:00,6856.96
FTSE,1/8/2021 16:30:00,6873.26
FTSE,1/11/2021 16:30:00,6798.48
FTSE,1/12/2021 16:30:00,6754.11
FTSE,1/13/2021 16:30:00,6745.52
FTSE,1/14/2021 16:30:00,6801.96
CAC,10/15/2020 17:30:00,4837.42
CAC,10/16/2020 17:30:00,4935.86
CAC,10/19/2020 17:30:00,4929.27
CAC,10/20/2020 17:30:00,4929.28
CAC,10/21/2020 17:30:00,4853.95
CAC,10/22/2020 17:30:00,4851.38
CAC,10/23/2020 17:30:00,4909.64
CAC,10/26/2020 17:30:00,4816.12
CAC,10/27/2020 17:30:00,4730.66
CAC,10/28/2020 17:30:00,4571.12
CAC,10/29/2020 17:30:00,4569.67
CAC,10/30/2020 17:30:00,4594.24
CAC,11/2/2020 17:30:00,4691.14
CAC,11/3/2020 17:30:00,4805.61
CAC,11/4/2020 17:30:00,4922.85
CAC,11/5/2020 17:30:00,4983.99
CAC,11/6/2020 17:30:00,4960.88
CAC,11/9/2020 17:30:00,5336.32
CAC,11/10/2020 17:30:00,5418.97
CAC,11/11/2020 17:30:00,5445.21
CAC,11/12/2020 17:30:00,5362.57
CAC,11/13/2020 17:30:00,5380.16
CAC,11/16/2020 17:30:00,5471.48
CAC,11/17/2020 17:30:00,5483
CAC,11/18/2020 17:30:00,5511.45
CAC,11/19/2020 17:30:00,5474.66
CAC,11/20/2020 17:30:00,5495.89
CAC,11/23/2020 17:30:00,5492.15
CAC,11/24/2020 17:30:00,5558.42
CAC,11/25/2020 17:30:00,5571.29
CAC,11/26/2020 17:30:00,5566.79
CAC,11/27/2020 17:30:00,5598.18
CAC,11/30/2020 17:30:00,5518.55
CAC,12/1/2020 17:30:00,5581.64
CAC,12/2/2020 17:30:00,5583.01
CAC,12/3/2020 17:30:00,5574.36
CAC,12/4/2020 17:30:00,5609.15
CAC,12/7/2020 17:30:00,5573.38
CAC,12/8/2020 17:30:00,5560.67
CAC,12/9/2020 17:30:00,5546.82
CAC,12/10/2020 17:30:00,5549.65
CAC,12/11/2020 17:30:00,5507.55
CAC,12/14/2020 17:30:00,5527.84
CAC,12/15/2020 17:30:00,5530.31
CAC,12/16/2020 17:30:00,5547.68
CAC,12/17/2020 17:30:00,5549.46
CAC,12/18/2020 17:30:00,5527.84
CAC,12/21/2020 17:30:00,5393.34
CAC,12/22/2020 17:30:00,5466.86
CAC,12/23/2020 17:30:00,5527.59
CAC,12/24/2020 17:30:00,5522.01
CAC,12/28/2020 17:30:00,5588.38
CAC,12/29/2020 17:30:00,5611.79
CAC,12/30/2020 17:30:00,5599.41
CAC,12/31/2020 17:30:00,5551.41
CAC,1/4/2021 17:30:00,5588.96
CAC,1/5/2021 17:30:00,5564.6
CAC,1/6/2021 17:30:00,5630.6
CAC,1/7/2021 17:30:00,5669.85
CAC,1/8/2021 17:30:00,5706.88
CAC,1/11/2021 17:30:00,5662.43
CAC,1/12/2021 17:30:00,5650.97
CAC,1/13/2021 17:30:00,5662.67
CAC,1/14/2021 17:30:00,5681.14
MDAX,10/15/2020 20:00:00,27462.63
MDAX,10/16/2020 20:00:00,27765.2
MDAX,10/19/2020 20:00:00,27815.35
MDAX,10/20/2020 20:00:00,27692.89
MDAX,10/21/2020 20:00:00,27165.35
MDAX,10/22/2020 20:00:00,27189.17
MDAX,10/23/2020 20:00:00,27279.59
MDAX,10/26/2020 20:00:00,26703.58
MDAX,10/27/2020 20:00:00,26604.78
MDAX,10/28/2020 20:00:00,25884.13
MDAX,10/29/2020 20:00:00,25801.82
MDAX,10/30/2020 20:00:00,25721
MDAX,11/2/2020 20:00:00,26079.23
MDAX,11/3/2020 20:00:00,26571.82
MDAX,11/4/2020 20:00:00,27241.37
MDAX,11/5/2020 20:00:00,27498.94
MDAX,11/6/2020 20:00:00,27346.29
MDAX,11/9/2020 20:00:00,27793.97
MDAX,11/10/2020 20:00:00,27984.82
MDAX,11/11/2020 20:00:00,28408.82
MDAX,11/12/2020 20:00:00,28334.02
MDAX,11/13/2020 20:00:00,28512.96
MDAX,11/16/2020 20:00:00,28732.11
MDAX,11/17/2020 20:00:00,28650.69
MDAX,11/18/2020 20:00:00,28799.05
MDAX,11/19/2020 20:00:00,28745.5
MDAX,11/20/2020 20:00:00,28998.47
MDAX,11/23/2020 20:00:00,28998.58
MDAX,11/24/2020 20:00:00,29029.42
MDAX,11/25/2020 20:00:00,29029.48
MDAX,11/26/2020 20:00:00,29146.11
MDAX,11/27/2020 20:00:00,29374.63
MDAX,11/30/2020 20:00:00,29301.46
MDAX,12/1/2020 20:00:00,29352.27
MDAX,12/2/2020 20:00:00,29242.44
MDAX,12/3/2020 20:00:00,29287.18
MDAX,12/4/2020 20:00:00,29517.75
MDAX,12/7/2020 20:00:00,29474.44
MDAX,12/8/2020 20:00:00,29653.86
MDAX,12/9/2020 20:00:00,29620.95
MDAX,12/10/2020 20:00:00,29689.13
MDAX,12/11/2020 20:00:00,29608.5
MDAX,12/14/2020 20:00:00,29727.59
MDAX,12/15/2020 20:00:00,29743.89
MDAX,12/16/2020 20:00:00,29974.13
MDAX,12/17/2020 20:00:00,30205.17
MDAX,12/18/2020 20:00:00,30405.62
MDAX,12/21/2020 20:00:00,29866.47
MDAX,12/22/2020 20:00:00,30233.41
MDAX,12/23/2020 20:00:00,30413.79
MDAX,12/28/2020 20:00:00,30655.69
MDAX,12/29/2020 20:00:00,30912.39
MDAX,12/30/2020 20:00:00,30796.26
MDAX,1/4/2021 20:00:00,30950.6
MDAX,1/5/2021 20:00:00,31059.88
MDAX,1/6/2021 20:00:00,31121.01
MDAX,1/7/2021 20:00:00,31224.28
MDAX,1/8/2021 20:00:00,31356.65
MDAX,1/11/2021 20:00:00,31102.2
MDAX,1/12/2021 20:00:00,31188.35
MDAX,1/13/2021 20:00:00,31308.3
MDAX,1/14/2021 20:00:00,31572.08
TOPIX,10/16/2020 15:00:00,1617.69
TOPIX,10/19/2020 15:00:00,1637.98
TOPIX,10/20/2020 15:00:00,1625.74
TOPIX,10/21/2020 15:00:00,1637.6
TOPIX,10/22/2020 15:00:00,1619.79
TOPIX,10/23/2020 15:00:00,1625.32
TOPIX,10/26/2020 15:00:00,1618.98
TOPIX,10/27/2020 15:00:00,1617.53
TOPIX,10/28/2020 15:00:00,1612.55
TOPIX,10/29/2020 15:00:00,1610.93
TOPIX,10/30/2020 15:00:00,1579.33
TOPIX,11/2/2020 15:00:00,1607.95
TOPIX,11/4/2020 15:00:00,1627.25
TOPIX,11/5/2020 15:00:00,1649.94
TOPIX,11/6/2020 15:00:00,1658.49
TOPIX,11/9/2020 15:00:00,1681.9
TOPIX,11/10/2020 15:00:00,1700.8
TOPIX,11/11/2020 15:00:00,1729.07
TOPIX,11/12/2020 15:00:00,1726.23
TOPIX,11/13/2020 15:00:00,1703.22
TOPIX,11/16/2020 15:00:00,1731.81
TOPIX,11/17/2020 15:00:00,1734.66
TOPIX,11/18/2020 15:00:00,1720.65
TOPIX,11/19/2020 15:00:00,1726.41
TOPIX,11/20/2020 15:00:00,1727.39
TOPIX,11/24/2020 15:00:00,1762.4
TOPIX,11/25/2020 15:00:00,1767.67
TOPIX,11/26/2020 15:00:00,1778.25
TOPIX,11/27/2020 15:00:00,1786.52
TOPIX,11/30/2020 15:00:00,1754.92
TOPIX,12/1/2020 15:00:00,1768.38
TOPIX,12/2/2020 15:00:00,1773.97
TOPIX,12/3/2020 15:00:00,1775.25
TOPIX,12/4/2020 15:00:00,1775.94
TOPIX,12/7/2020 15:00:00,1760.75
TOPIX,12/8/2020 15:00:00,1758.81
TOPIX,12/9/2020 15:00:00,1779.42
TOPIX,12/10/2020 15:00:00,1776.21
TOPIX,12/11/2020 15:00:00,1782.01
TOPIX,12/14/2020 15:00:00,1790.52
TOPIX,12/15/2020 15:00:00,1782.05
TOPIX,12/16/2020 15:00:00,1786.83
TOPIX,12/17/2020 15:00:00,1792.58
TOPIX,12/18/2020 15:00:00,1793.24
TOPIX,12/21/2020 15:00:00,1789.05
TOPIX,12/22/2020 15:00:00,1761.12
TOPIX,12/23/2020 15:00:00,1765.21
TOPIX,12/24/2020 15:00:00,1774.27
TOPIX,12/25/2020 15:00:00,1778.41
TOPIX,12/28/2020 15:00:00,1788.04
TOPIX,12/29/2020 15:00:00,1819.18
TOPIX,12/30/2020 15:00:00,1804.68
TOPIX,1/4/2021 15:00:00,1794.59
TOPIX,1/5/2021 15:00:00,1791.22
TOPIX,1/6/2021 15:00:00,1796.18
TOPIX,1/7/2021 15:00:00,1826.3
TOPIX,1/8/2021 15:00:00,1854.94
TOPIX,1/12/2021 15:00:00,1857.94
TOPIX,1/13/2021 15:00:00,1864.4
TOPIX,1/14/2021 15:00:00,1873.28
TOPIX,1/15/2021 15:00:00,1856.61
SP500,10/15/2020 16:00:00,3483.34
SP500,10/16/2020 16:00:00,3483.81
SP500,10/19/2020 16:00:00,3426.92
SP500,10/20/2020 16:00:00,3443.12
SP500,10/21/2020 16:00:00,3435.56
SP500,10/22/2020 16:00:00,3453.49
SP500,10/23/2020 16:00:00,3465.39
SP500,10/26/2020 16:00:00,3400.97
SP500,10/27/2020 16:00:00,3390.68
SP500,10/28/2020 16:00:00,3271.03
SP500,10/29/2020 16:00:00,3310.11
SP500,10/30/2020 16:00:00,3269.96
SP500,11/2/2020 16:00:00,3310.24
SP500,11/3/2020 16:00:00,3369.16
SP500,11/4/2020 16:00:00,3443.44
SP500,11/5/2020 16:00:00,3510.45
SP500,11/6/2020 16:00:00,3509.44
SP500,11/9/2020 16:00:00,3550.5
SP500,11/10/2020 16:00:00,3545.53
SP500,11/11/2020 16:00:00,3572.66
SP500,11/12/2020 16:00:00,3537.01
SP500,11/13/2020 16:00:00,3585.15
SP500,11/16/2020 16:00:00,3626.91
SP500,11/17/2020 16:00:00,3609.53
SP500,11/18/2020 16:00:00,3567.79
SP500,11/19/2020 16:00:00,3581.87
SP500,11/20/2020 16:00:00,3557.54
SP500,11/23/2020 16:00:00,3577.59
SP500,11/24/2020 16:00:00,3635.41
SP500,11/25/2020 16:00:00,3629.65
SP500,11/27/2020 13:00:00,3638.35
SP500,11/30/2020 16:00:00,3621.63
SP500,12/1/2020 16:00:00,3662.45
SP500,12/2/2020 16:00:00,3669.01
SP500,12/3/2020 16:00:00,3666.72
SP500,12/4/2020 16:00:00,3699.12
SP500,12/7/2020 16:00:00,3691.96
SP500,12/8/2020 16:00:00,3702.25
SP500,12/9/2020 16:00:00,3672.82
SP500,12/10/2020 16:00:00,3668.1
SP500,12/11/2020 16:00:00,3663.46
SP500,12/14/2020 16:00:00,3647.49
SP500,12/15/2020 16:00:00,3694.62
SP500,12/16/2020 16:00:00,3701.17
SP500,12/17/2020 16:00:00,3722.48
SP500,12/18/2020 16:00:00,3709.41
SP500,12/21/2020 16:00:00,3694.92
SP500,12/22/2020 16:00:00,3687.26
SP500,12/23/2020 16:00:00,3690.01
SP500,12/24/2020 13:00:00,3703.06
SP500,12/28/2020 16:00:00,3735.36
SP500,12/29/2020 16:00:00,3727.04
SP500,12/30/2020 16:00:00,3732.04
SP500,12/31/2020 16:00:00,3756.07
SP500,1/4/2021 16:00:00,3700.65
SP500,1/5/2021 16:00:00,3726.86
SP500,1/6/2021 16:00:00,3748.14
SP500,1/7/2021 16:00:00,3803.79
SP500,1/8/2021 16:00:00,3824.68
SP500,1/11/2021 16:00:00,3799.61
SP500,1/12/2021 16:00:00,3801.19
SP500,1/13/2021 16:00:00,3809.84
SP500,1/14/2021 16:00:00,3795.54